timestamp,command,mode,abletonIP,unityIP
"2026-04-22T17:59:15.886Z","reset","audio","127.0.0.1","127.0.0.1"
"2026-04-22T17:59:30.349Z","start_vote","both","127.0.0.1","127.0.0.1"
"2026-04-22T18:00:12.627Z","start_vote","audio","127.0.0.1","127.0.0.1"
