timestamp,round,count,mode,tempo,genre,mode_val,environment,humanGuitarTone,instruments,fx_choices,dancers,band,ai_audio,ai_visual,distributions
"2026-04-22T18:36:39.397Z","2","1","both","115","drive/rock","major","haunted forest","2","{""guitar"":0,""bass"":0,""piano"":0,""strings"":0,""winds"":0}","{""piano"":""default"",""guitar"":""dist"",""bass"":""default"",""strings"":""chorus"",""winds"":""dist""}","{""d1"":{""char"":""werewolf"",""move"":""hiphop""},""d2"":{""char"":""y-bot"",""move"":""drink""}}","{""members"":{""drum1"":""dark_noire"",""drum2"":""moose_orc"",""guitar"":null,""bass"":null,""piano"":null,""strings"":null,""winds"":null}}","true","true","{""genre"":{""drive/rock"":1},""mode"":{""major"":1},""environment"":{""haunted forest"":1},""tone"":{""2"":1},""instruments"":{""guitar"":0,""bass"":0,""piano"":0,""strings"":0,""winds"":0},""fx"":{""piano_fx_choice"":{""none"":1},""guitar_fx_choice"":{""none"":1},""bass_fx_choice"":{""none"":1},""strings_fx_choice"":{""none"":1},""winds_fx_choice"":{""none"":1}},""d1_move"":{""hiphop"":1},""d2_move"":{""drink"":1},""band"":{""drum1"":{""dark_noire"":1},""drum2"":{""moose_orc"":1},""guitar"":{},""bass"":{},""piano"":{},""strings"":{},""winds"":{}}}"
