timestamp,command,mode,abletonIP,unityIP
"2026-04-22T18:36:21.437Z","reset","both","127.0.0.1","127.0.0.1"
"2026-04-22T18:36:22.814Z","start_vote","both","127.0.0.1","127.0.0.1"
"2026-04-22T18:36:39.394Z","lock_and_average","both","127.0.0.1","127.0.0.1"
"2026-04-22T18:37:18.348Z","initiate_performance","both","127.0.0.1","127.0.0.1"
