timestamp,command,mode,abletonIP,unityIP
"2026-04-22T18:44:53.087Z","start_vote","both","127.0.0.1","127.0.0.1"
"2026-04-22T18:45:19.495Z","lock_and_average","both","127.0.0.1","127.0.0.1"
