timestamp,round,count,mode,tempo,genre,mode_val,environment,humanGuitarTone,instruments,fx_choices,dancers,band,distributions,ai_audio
"2026-04-22T16:40:48.290Z","1","2","both","115","pulse/hiphop","minor","haunted forest","2","{""guitar"":0,""bass"":2,""piano"":2,""strings"":0,""winds"":0}","{""piano"":""dist"",""guitar"":""airy"",""bass"":""default"",""strings"":""chorus"",""winds"":""default""}","{""d1"":{""char"":""flesh_eater"",""move"":""drink""},""d2"":{""char"":""werewolf"",""move"":""breakdance""}}","{""members"":{""drum1"":""x-bot"",""drum2"":""x-bot"",""guitar"":""webbed_and_armored"",""bass"":""x-bot"",""piano"":""goblin_elf"",""strings"":""moose_orc"",""winds"":""y-bot""}}","{""genre"":{},""mode"":{},""environment"":{""haunted forest"":1},""tone"":{""2"":1},""fx"":{""piano_fx_choice"":{""dist"":1,""none"":1},""guitar_fx_choice"":{""none"":2},""bass_fx_choice"":{""default"":1,""none"":1},""strings_fx_choice"":{""none"":2},""winds_fx_choice"":{""none"":2}},""d1_move"":{},""d2_move"":{},""band"":{""drum1"":{},""drum2"":{},""guitar"":{},""bass"":{},""piano"":{},""strings"":{},""winds"":{}}}","true"
