timestamp,command,mode,abletonIP,unityIP
"2026-04-22T16:40:18.810Z","start_vote","both","127.0.0.1","127.0.0.1"
"2026-04-22T16:40:48.288Z","lock_and_average","both","127.0.0.1","127.0.0.1"
"2026-04-22T16:41:19.249Z","initiate_performance","both","127.0.0.1","127.0.0.1"
