timestamp,round,count,mode,tempo,genre,mode_val,environment,humanGuitarTone,instruments,fx_choices,dancers,band,ai_audio,ai_visual,distributions
"2026-04-22T18:22:33.383Z","1","1","both","115","groove/funky","major","mars scape","3","{""guitar"":0,""bass"":0,""piano"":0,""strings"":0,""winds"":0}","{""piano"":""echo"",""guitar"":""default"",""bass"":""default"",""strings"":""dist"",""winds"":""dist""}","{""d1"":{""char"":""moose_orc"",""move"":""latin""},""d2"":{""char"":""x-bot"",""move"":""latin""}}","{""members"":{""drum1"":""werewolf"",""drum2"":""moose_orc"",""guitar"":null,""bass"":null,""piano"":null,""strings"":null,""winds"":null}}","true","true","{""genre"":{""groove/funky"":1},""mode"":{""major"":1},""environment"":{""mars scape"":1},""tone"":{""3"":1},""instruments"":{""guitar"":0,""bass"":0,""piano"":0,""strings"":0,""winds"":0},""fx"":{""piano_fx_choice"":{""none"":1},""guitar_fx_choice"":{""none"":1},""bass_fx_choice"":{""none"":1},""strings_fx_choice"":{""none"":1},""winds_fx_choice"":{""none"":1}},""d1_move"":{""latin"":1},""d2_move"":{""latin"":1},""band"":{""drum1"":{""werewolf"":1},""drum2"":{""moose_orc"":1},""guitar"":{},""bass"":{},""piano"":{},""strings"":{},""winds"":{}}}"
