timestamp,genre,mode,tempo,instruments,environment,d1_character,d1_move,d2_character,d2_move,drum1_char,drum2_char,guitar_char,bass_char,piano_char,strings_char,winds_char
"2026-04-22T16:29:22.966Z","pulse/hiphop","major","115","{""piano"":true,""strings"":true}","haunted forest","moose_orc","breakdance","werewolf","breakdance","werewolf","vampire","vampire","vampire","lizard_species","lizard_species","webbed_and_armored"
