timestamp,username,submitted_at,seconds_to_submit,total_choices_made,genre,tempo,mode,human_guitar_tone,instruments,guitar_fx_choice,bass_fx_choice,piano_fx_choice,strings_fx_choice,winds_fx_choice,environment,d1_character,d1_move,d2_character,d2_move,drum1_char,drum2_char,guitar_char,bass_char,piano_char,strings_char,winds_char
"2026-05-01T01:22:25.313Z","aimap","2026-05-01T01:22:25.312Z","62.60","19","drive/rock","140","major","2","{""guitar"":true,""bass"":false,""piano"":false,""strings"":true,""winds"":true}","airy","dist","dist","dist","phaser","","","","","","","","","","","",""
"2026-05-01T01:35:08.552Z","aimap","2026-05-01T01:35:08.551Z","73.60","29","elegant/atmospheric","137","major","1","{""guitar"":true,""bass"":true,""piano"":true,""strings"":true,""winds"":true}","default","default","dist","chorus","phaser","mars scape","goblin_elf","breakdance","goblin_elf","breakdance","moose_orc","lizard_species","webbed_and_armored","y-bot","goblin_elf","x-bot","werewolf"
