timestamp,round,count,mode,tempo,genre,mode_val,environment,humanGuitarTone,instruments,fx_choices,dancers,band,ai_audio,ai_instruments,ai_visual,distributions
"2026-04-22T18:47:48.132Z","1","1","both","115","groove/funky","major","haunted forest","1","{""guitar"":1,""bass"":0,""piano"":1,""strings"":1,""winds"":0}","{""piano"":""default"",""guitar"":""dist"",""bass"":""reverb"",""strings"":""dist"",""winds"":""default""}","{""d1"":{""char"":""webbed_and_armored"",""move"":""latin""},""d2"":{""char"":""webbed_and_armored"",""move"":""drink""}}","{""members"":{""drum1"":""goblin_elf"",""drum2"":""x-bot"",""guitar"":""webbed_and_armored"",""bass"":""goblin_elf"",""piano"":""goblin_elf"",""strings"":""y-bot"",""winds"":""y-bot""}}","true","true","true","{""genre"":{""groove/funky"":1},""mode"":{""major"":1},""environment"":{""haunted forest"":1},""tone"":{""1"":1},""fx"":{""piano_fx_choice"":{""none"":1,""default"":1},""guitar_fx_choice"":{""none"":1,""dist"":1},""bass_fx_choice"":{""none"":1,""reverb"":1},""strings_fx_choice"":{""none"":1,""dist"":1},""winds_fx_choice"":{""none"":1,""default"":1}},""d1_move"":{""latin"":1},""d2_move"":{""drink"":1},""band"":{""drum1"":{""goblin_elf"":1},""drum2"":{""x-bot"":1},""guitar"":{""webbed_and_armored"":1},""bass"":{""goblin_elf"":1},""piano"":{""goblin_elf"":1},""strings"":{""y-bot"":1},""winds"":{""y-bot"":1}}}"
