timestamp,round,count,mode,tempo,genre,mode_val,environment,humanGuitarTone,instruments,fx_choices,dancers,band,ai_audio,ai_instruments,ai_visual,distributions
"2026-04-22T18:04:07.912Z","1","1","audio","140","pulse/hiphop","major","mars scape","2","{""guitar"":1,""bass"":1,""piano"":0,""strings"":0,""winds"":1}","{""piano"":""default"",""guitar"":""airy"",""bass"":""dist"",""strings"":""default"",""winds"":""phaser""}","{""d1"":{""char"":""y-bot"",""move"":""drink""},""d2"":{""char"":""werewolf"",""move"":""hiphop""}}","{""members"":{""drum1"":""y-bot"",""drum2"":""lizard_species"",""guitar"":""goblin_elf"",""bass"":""dark_noire"",""piano"":null,""strings"":null,""winds"":""goblin_elf""}}","true","true","true","{""genre"":{""pulse/hiphop"":1},""mode"":{""major"":1},""environment"":{""mars scape"":1},""tone"":{""2"":1},""fx"":{""piano_fx_choice"":{""none"":1},""guitar_fx_choice"":{""none"":1},""bass_fx_choice"":{""none"":1},""strings_fx_choice"":{""none"":1},""winds_fx_choice"":{""none"":1}},""d1_move"":{""drink"":1},""d2_move"":{""hiphop"":1},""band"":{""drum1"":{""y-bot"":1},""drum2"":{""lizard_species"":1},""guitar"":{""goblin_elf"":1},""bass"":{""dark_noire"":1},""piano"":{},""strings"":{},""winds"":{""goblin_elf"":1}}}"
"2026-04-22T18:05:00.737Z","2","1","audio","137","pulse/hiphop","major","mars scape","1","{""guitar"":1,""bass"":0,""piano"":0,""strings"":0,""winds"":1}","{""piano"":""dist"",""guitar"":""default"",""bass"":""dist"",""strings"":""default"",""winds"":""dist""}","{""d1"":{""char"":""dark_noire"",""move"":""hiphop""},""d2"":{""char"":""y-bot"",""move"":""latin""}}","{""members"":{""drum1"":""flesh_eater"",""drum2"":""vampire"",""guitar"":""webbed_and_armored"",""bass"":null,""piano"":null,""strings"":null,""winds"":""y-bot""}}","true","true","true","{""genre"":{""pulse/hiphop"":1},""mode"":{""major"":1},""environment"":{""mars scape"":1},""tone"":{""1"":1},""fx"":{""piano_fx_choice"":{""none"":1},""guitar_fx_choice"":{""none"":1},""bass_fx_choice"":{""none"":1},""strings_fx_choice"":{""none"":1},""winds_fx_choice"":{""none"":1}},""d1_move"":{""hiphop"":1},""d2_move"":{""latin"":1},""band"":{""drum1"":{""flesh_eater"":1},""drum2"":{""vampire"":1},""guitar"":{""webbed_and_armored"":1},""bass"":{},""piano"":{},""strings"":{},""winds"":{""y-bot"":1}}}"
