timestamp,round,count,mode,tempo,genre,mode_val,environment,humanGuitarTone,instruments,fx_choices,dancers,band,ai_audio,ai_instruments,distributions
"2026-05-01T01:12:52.343Z","1","13","visual","115","pulse/hiphop","minor","haunted forest","3","{""guitar"":0,""bass"":0,""piano"":0,""strings"":13,""winds"":13}","{""piano"":""echo"",""guitar"":""airy"",""bass"":""default"",""strings"":""default"",""winds"":""phaser""}","{""d1"":{""char"":""lizard_species"",""move"":""hiphop""},""d2"":{""char"":""flesh_eater"",""move"":""hiphop""}}","{""members"":{""drum1"":""moose_orc"",""drum2"":""vampire"",""guitar"":""vampire"",""bass"":""moose_orc"",""piano"":""y-bot"",""strings"":""vampire"",""winds"":""vampire""}}","true","true","{""genre"":{""pulse/hiphop"":13},""mode"":{""minor"":13},""environment"":{""haunted forest"":5,""mars scape"":4},""tone"":{""3"":13},""fx"":{""piano_fx_choice"":{""none"":13,""echo"":13},""guitar_fx_choice"":{""none"":13,""airy"":13},""bass_fx_choice"":{""none"":13,""default"":13},""strings_fx_choice"":{""none"":13,""default"":13},""winds_fx_choice"":{""none"":13,""phaser"":13}},""d1_move"":{""latin"":4,""drink"":3,""hiphop"":4},""d2_move"":{""hiphop"":4,""latin"":1,""breakdance"":3,""drink"":3},""band"":{""drum1"":{""moose_orc"":3,""goblin_elf"":1,""lizard_species"":1,""vampire"":2,""y-bot"":1,""werewolf"":1,""x-bot"":1,""dark_noire"":1},""drum2"":{""moose_orc"":2,""vampire"":3,""lizard_species"":1,""y-bot"":1,""webbed_and_armored"":1,""goblin_elf"":2,""dark_noire"":1},""guitar"":{""moose_orc"":1,""flesh_eater"":2,""x-bot"":1,""goblin_elf"":1,""y-bot"":1,""vampire"":2,""werewolf"":1,""lizard_species"":1},""bass"":{""moose_orc"":3,""x-bot"":2,""y-bot"":1,""vampire"":1,""webbed_and_armored"":1,""dark_noire"":1,""werewolf"":1},""piano"":{""moose_orc"":1,""y-bot"":3,""lizard_species"":2,""werewolf"":1,""vampire"":1,""flesh_eater"":1,""dark_noire"":1},""strings"":{""moose_orc"":2,""lizard_species"":2,""flesh_eater"":1,""werewolf"":1,""y-bot"":1,""goblin_elf"":1,""vampire"":2},""winds"":{""moose_orc"":2,""lizard_species"":1,""werewolf"":1,""y-bot"":2,""flesh_eater"":1,""vampire"":2,""goblin_elf"":1}}}"
"2026-05-01T01:23:57.549Z","2","11","audio","121","drive/rock","major","laser grid","2","{""guitar"":7,""bass"":7,""piano"":6,""strings"":5,""winds"":2}","{""piano"":""echo"",""guitar"":""dist"",""bass"":""default"",""strings"":""chorus"",""winds"":""default""}","{""d1"":{""char"":""lizard_species"",""move"":""latin""},""d2"":{""char"":""y-bot"",""move"":""drink""}}","{""members"":{""drum1"":""flesh_eater"",""drum2"":""werewolf"",""guitar"":""dark_noire"",""bass"":""flesh_eater"",""piano"":""webbed_and_armored"",""strings"":""goblin_elf"",""winds"":""vampire""}}","true","{""genre"":{""groove/funky"":5,""drive/rock"":5,""elegant/atmospheric"":1},""mode"":{""major"":6,""minor"":3},""environment"":{""laser grid"":11},""tone"":{""2"":6,""3"":5},""fx"":{""piano_fx_choice"":{""echo"":11,""dist"":3,""none"":4,""default"":2},""guitar_fx_choice"":{""dist"":5,""airy"":3,""default"":1,""none"":2},""bass_fx_choice"":{""default"":4,""dist"":3,""none"":2,""reverb"":2},""strings_fx_choice"":{""chorus"":11,""dist"":2,""none"":5,""default"":1},""winds_fx_choice"":{""phaser"":4,""none"":7,""default"":11}},""d1_move"":{""latin"":11},""d2_move"":{""drink"":11},""band"":{""drum1"":{""flesh_eater"":11},""drum2"":{""werewolf"":11},""guitar"":{""dark_noire"":11},""bass"":{""flesh_eater"":11},""piano"":{""webbed_and_armored"":11},""strings"":{""goblin_elf"":11},""winds"":{""vampire"":11}}}"
"2026-05-01T01:36:40.563Z","3","11","both","115","elegant/atmospheric","minor","mars scape","1","{""guitar"":4,""bass"":6,""piano"":7,""strings"":5,""winds"":5}","{""piano"":""default"",""guitar"":""default"",""bass"":""default"",""strings"":""default"",""winds"":""default""}","{""d1"":{""char"":""goblin_elf"",""move"":""breakdance""},""d2"":{""char"":""goblin_elf"",""move"":""breakdance""}}","{""members"":{""drum1"":""lizard_species"",""drum2"":""lizard_species"",""guitar"":""webbed_and_armored"",""bass"":""flesh_eater"",""piano"":""vampire"",""strings"":""moose_orc"",""winds"":""lizard_species""}}","{""genre"":{""elegant/atmospheric"":5,""groove/funky"":4,""pulse/hiphop"":1},""mode"":{""minor"":6,""major"":4},""environment"":{""mars scape"":9,""haunted forest"":1},""tone"":{""1"":6,""2"":2,""3"":3},""fx"":{""piano_fx_choice"":{""none"":4,""dist"":2,""default"":4,""echo"":1},""guitar_fx_choice"":{""none"":6,""default"":11,""airy"":2},""bass_fx_choice"":{""none"":5,""default"":11,""reverb"":4},""strings_fx_choice"":{""none"":6,""chorus"":4,""dist"":1,""default"":11},""winds_fx_choice"":{""none"":6,""phaser"":3,""default"":11}},""d1_move"":{""breakdance"":5,""drink"":2,""hiphop"":2,""latin"":1},""d2_move"":{""breakdance"":6,""drink"":2,""hiphop"":1,""latin"":1},""band"":{""drum1"":{""moose_orc"":2,""lizard_species"":3,""werewolf"":2,""flesh_eater"":1,""dark_noire"":1},""drum2"":{""lizard_species"":3,""moose_orc"":2,""flesh_eater"":1,""goblin_elf"":1,""werewolf"":1,""webbed_and_armored"":1},""guitar"":{""webbed_and_armored"":2,""lizard_species"":1,""werewolf"":2,""moose_orc"":2,""vampire"":1,""flesh_eater"":1},""bass"":{""y-bot"":1,""lizard_species"":1,""moose_orc"":1,""werewolf"":2,""x-bot"":1,""flesh_eater"":2},""piano"":{""goblin_elf"":1,""lizard_species"":1,""werewolf"":1,""vampire"":3,""y-bot"":1,""flesh_eater"":1},""strings"":{""x-bot"":1,""lizard_species"":2,""moose_orc"":2,""vampire"":1,""flesh_eater"":1},""winds"":{""werewolf"":1,""lizard_species"":2,""dark_noire"":2,""flesh_eater"":2,""vampire"":1}}}"
